"","cnsm_id","zip5","user_id","hhincome","dwelling","prkids","home_own_rent","marital_stat","online_dols","match_level","life_stage","age","educ"
"16403","jx67277",6880,5876030,11,"S","Y","O","A","H","1","F",40,3
"16404","yx93318",2131,10135098,6,"M","","","S","","3","Y",34,1
"16405","ey34706",1609,15522236,13,"S","Y","O","M","E","1","Y",54,NA
"16406","ux86805",20011,8303103,11,"S","Y","O","M","B","1","M",36,1
"16407","fy27132",8510,13560903,NA,"S","Y","O","M","","4","Y",74,NA
"16408","hy33486",19008,15146737,6,"S","Y","O","A","E","1","Y",30,2
"16409","my30016",53151,14519036,12,"S","Y","O","M","","1","F",64,1
"16410","yx72769",22302,6427796,NA,"","","","","","","Y",NA,NA
"16411","xy45542",10001,18670437,NA,"","","","","","","F",NA,NA
"16412","ox93695",60615,10223803,6,"M","","O","A","H","1","M",70,3
"16413","by33430",10024,15281362,NA,"","","","","","","Y",NA,NA
"16414","ry37071",2135,15562837,NA,"","","","","","","Y",NA,NA
"16415","yy49046",2131,19362930,NA,"S","Y","","","","2","M",28,3
"16416","tx76505",6118,6646460,7,"S","","O","S","F","1","Y",40,1
"16417","kx48210",1747,3655060,10,"S","Y","O","","G","3","M",36,1
"16418","mx77428",7423,7056948,13,"S","Y","O","M","G","3","F",48,2
"16419","wx32750",1760,2557276,NA,"","","","","","","F",NA,NA
"16420","dy31505",60532,14856803,8,"S","Y","O","M","G","1","Y",46,3
"16421","sy49307",6830,19517030,13,"S","Y","O","M","H","1","F",58,1
"16422","hy38503",60654,17516660,NA,"","","","","","","",NA,NA
"16423","sy31735",19154,14909449,NA,"S","Y","O","M","F","1","F",38,NA
"16424","tx90257",7922,8790788,12,"S","Y","O","M","H","3","F",40,2
"16425","rx84056",11423,7826072,12,"S","Y","O","M","H","1","M",36,1
"16426","oy39892",21222,17869856,4,"M","Y","R","M","H","2","F",28,NA
"16427","kx77409",11951,7058636,NA,"","","","","","","",NA,NA
"16428","gy38360",2169,17475736,11,"S","Y","O","M","F","1","Y",54,1
"16429","xy40851",22305,18090676,NA,"S","","","","","2","F",36,1
"16430","qy24718",11757,12978048,12,"S","Y","O","M","E","2","M",46,1
"16431","zx73566",7676,6580237,12,"S","","O","M","","2","F",38,2
"16432","my41807",2138,18284737,13,"S","Y","O","M","G","1","M",24,1
"16433","xy41396",46201,14924003,NA,"S","","","B","","1","Y",52,3
"16434","oy28005",2889,13914737,8,"S","Y","O","M","E","1","M",64,NA
"16435","vy51325",2215,20242403,NA,"","","","","","","Y",NA,NA
"16436","ay42921",7030,18592248,NA,"M","","O","B","E","1","Y",26,3
"16437","wx70405",2114,6188137,11,"M","Y","O","M","D","1","Y",36,NA
"16438","cy30874",20001,14707698,8,"M","","","S","","3","F",28,1
"16439","wx94423",21045,10373248,7,"S","Y","O","S","H","1","F",56,NA
"16440","my48027",6405,15691298,NA,"","","","","","","",NA,NA
"16441","yx63269",8816,5389198,8,"S","Y","O","M","F","1","Y",40,3
"16442","sx94665",2747,10430996,11,"S","N","O","M","E","1","Y",52,2
"16443","ny30746",2420,9829560,12,"S","Y","O","M","E","1","Y",60,3
"16444","vx98723",2125,11184598,3,"M","","O","S","E","4","Y",42,1
"16445","vy44786",2356,18977130,12,"S","Y","O","S","A","1","F",38,2
"16446","py27912",6489,13891970,NA,"S","","","","C","2","Y",NA,NA
"16447","fy41207",60091,17715776,9,"S","Y","O","M","","3","F",40,1
"16448","ey34301",20874,15441062,NA,"M","","O","A","","3","M",56,2
"16449","ky24553",11758,12947649,NA,"M","N","R","S","","2","M",88,1
"16450","ry29621",8735,14292736,NA,"S","Y","O","S","H","1","F",34,2
"16451","hy39536",20008,17783503,6,"M","","","S","","4","Y",32,1
"16452","cy34588",10014,15501262,NA,"M","","","","","3","Y",NA,NA
"16453","jy26240",11949,13305062,11,"S","N","O","M","H","1","F",50,3
"16454","jx33326",60631,2637148,8,"S","","O","S","","1","Y",52,2
"16455","iy23206",6478,12635360,NA,"","","","","","","",NA,NA
"16456","my31847",19001,14940076,NA,"","","","","","","M",NA,NA
"16457","ey46090",2451,19196170,NA,"S","","","B","","3","Y",72,NA
"16458","gy50960",19010,20150072,11,"S","N","O","S","E","3","Y",38,1
"16459","jy19587",60657,11968098,NA,"M","","","B","E","3","Y",34,1
"16460","kx96233",11572,10683176,NA,"M","","","B","","1","M",42,1
"16461","ey35099",19057,15593560,5,"S","N","O","M","F","1","F",52,1
"16462","oy32882",19002,15104198,12,"S","Y","O","M","E","1","F",50,3
"16463","ny38057",22192,17396603,8,"S","","","S","","3","F",22,NA
"16464","lx74695",20007,6714648,13,"M","","O","S","H","3","M",44,NA
"16465","my40906",10504,18048360,3,"S","Y","O","M","E","1","F",34,2
"16466","ly49625",10580,19329096,NA,"","","","","","","",NA,NA
"16467","vy22982",20715,7500637,4,"S","Y","O","S","","3","M",80,2
"16468","tx84870",10954,8016096,10,"S","Y","O","M","G","1","M",40,2
"16469","jy21927",20852,12509698,12,"M","N","O","M","H","3","Y",34,3
"16470","kx57362",10509,4711572,NA,"","","","","","","",NA,NA
"16471","zy23213",8902,12718603,11,"S","N","O","M","F","1","F",62,2
"16472","ly25010",11955,13017196,NA,"","","","","","","F",NA,NA
"16473","sy32202",22152,15010870,7,"S","","O","S","H","1","Y",34,1
"16474","my26896",10591,13527072,8,"M","Y","O","M","","2","M",56,NA
"16475","ay39495",22314,17756148,10,"M","","","B","","3","Y",32,1
"16476","sy25105",22302,13057296,5,"M","Y","","S","","3","Y",52,NA
"16477","oz31417",60657,208696,10,"S","","R","S","A","4","Y",36,2
"16478","uy48649",20715,19623262,11,"S","Y","O","M","B","1","F",26,1
"16479","ux97613",2163,10822688,NA,"M","","","B","H","3","Y",NA,NA
"16480","qx81253",60640,7565988,4,"M","Y","O","S","","3","F",NA,2
"16481","gy30503",1609,14613903,12,"S","N","O","A","G","1","M",64,1
"16482","gy47632",20194,19428960,NA,"","","","","","","Y",NA,NA
"16483","ty33980",2446,15378596,11,"M","Y","O","S","B","4","Y",40,2
"16484","ty19201",53216,11913203,NA,"","","","","","","F",NA,NA
"16485","dy19998",11758,11573549,8,"S","Y","O","A","","1","M",80,NA
"16486","dy28566",21061,14070648,7,"S","","O","S","E","1","Y",28,2
"16487","hy29681",2169,13880030,7,"M","Y","O","M","B","1","M",32,NA
"16488","ry35187",2163,15612648,NA,"","","","","","","M",NA,NA
"16489","ay48797",11385,19649772,NA,"","","","","","","M",NA,NA
"16490","fy44342",22202,18888798,NA,"M","","","B","H","5","Y",38,3
"16491","wx79903",7731,7328462,11,"S","Y","O","A","F","1","F",38,NA
"16492","cx73458",11784,6561898,7,"S","N","O","M","H","1","F",32,2
"16493","ty49142",6517,19713356,8,"S","N","O","S","","2","Y",32,2
"16494","ny25964",2111,12824860,NA,"M","","","","","3","F",NA,NA
"16495","zy21515",2169,12427503,NA,"","","","","","","",NA,NA
"16496","zy45805",19462,19154703,9,"S","Y","O","S","E","1","Y",44,NA
"16497","ux84068",60133,7911176,8,"S","N","O","M","","2","M",58,3
"16498","sy30142",11363,14550860,NA,"","","","","","","M",NA,NA
"16499","sx52420",7401,4125498,12,"S","Y","O","M","G","1","F",78,NA
"16500","wy50666",11937,14180856,NA,"","","","","","","M",NA,NA
"16501","ey21315",60626,12400262,2,"S","Y","","S","A","1","",36,1
"16502","cy29209",7928,14296030,NA,"","","","","","","F",NA,NA
"16503","uy34410",22191,15464772,5,"S","Y","O","S","F","1","Y",26,NA
"16504","hx51870",60615,4061398,NA,"","","","","","","M",NA,NA
"16505","py37700",11706,17284349,11,"S","Y","O","","D","1","F",54,1
"16506","cy16762",2878,11035496,7,"S","Y","O","M","G","1","Y",46,2
"16507","bx95730",6033,7651276,12,"S","Y","O","M","G","1","F",50,3
"16508","my51717",60062,20343556,NA,"","","","","","","",NA,NA
"16509","vy45490",10308,19106962,7,"S","","","B","D","1","M",48,NA
"16510","fy48058",20037,19466876,11,"M","Y","","","B","1","F",24,2
"16511","ny32290",19147,15036830,NA,"","","","","","","F",NA,NA
"16512","ay44749",19446,18941596,11,"S","N","O","S","H","1","Y",60,1
"16513","ty46212",6013,19225648,9,"S","Y","O","M","C","1","Y",46,1
"16514","ox82937",10541,7783037,8,"S","N","O","M","D","1","F",56,1
"16515","jx81736",1757,7447103,NA,"","","","","","","F",NA,NA
"16516","gy38294",60625,17460372,NA,"","","","","","","Y",NA,NA
"16517","fy37491",6786,7872356,4,"M","N","R","M","F","4","Y",56,NA
"16518","ty25540",11518,13096856,11,"S","Y","O","M","H","1","Y",30,NA
"16519","cx72837",11780,6490660,NA,"","","","","","","",NA,NA
"16520","ry47990",2493,19495962,11,"S","","O","M","H","1","Y",32,3
"16521","ny29956",11530,14501098,NA,"M","","","A","H","1","",64,1
"16522","cy36062",8050,15839360,7,"S","N","O","M","D","1","F",50,3
"16523","dy33078",8527,15204849,NA,"","","","","","","F",NA,NA
"16524","iy30435",11361,14585149,NA,"","","","","","","",NA,NA
"16525","fx68977",6902,6044656,13,"S","Y","O","M","C","1","Y",46,1
"16526","qx63530",8846,4882330,10,"S","N","O","M","E","1","M",54,1
"16527","ix56094",11598,4502262,12,"S","N","O","M","H","1","M",72,NA
"16528","ux93564",60605,10183703,NA,"","","","","","","Y",NA,NA
"16529","dy37242",7040,17184530,NA,"","","","","","","",NA,NA
"16530","py33591",11358,15318076,NA,"","","","","","","F",NA,NA
"16531","qy50680",7922,20073937,12,"S","Y","O","M","H","2","F",68,1
"16532","ax98518",2135,11140772,NA,"","","","","","","M",NA,NA
"16533","lx88337",1985,8527362,11,"S","Y","O","S","I","2","Y",48,3
"16534","py41054",8534,18135949,NA,"","","","","","","Y",NA,NA
"16535","ly37121",60506,16637970,8,"S","","O","M","E","1","Y",30,1
"16536","mx74306",2715,6604930,8,"S","Y","O","M","G","1","Y",38,2
"16537","yy31255",10023,14806160,NA,"","","","","","","M",NA,NA
"16538","wx51245",6762,3742476,NA,"","","","","","","M",NA,NA
"16539","nx77897",12603,7094988,3,"S","","O","S","E","4","Y",50,2
"16540","dy47115",1605,19355762,NA,"","","","","","","",NA,NA
"16541","ny39591",10303,17793798,9,"S","Y","O","M","H","2","F",54,2
"16542","hx33936",11572,2680170,NA,"","","","","","","M",NA,NA
"16543","zy40466",10464,17979549,5,"S","N","O","S","H","3","",34,1
"16544","iy16497",60514,11335903,NA,"S","","","","","1","Y",34,2
"16545","nx43203",2859,3092188,8,"S","Y","O","M","E","1","Y",38,2
"16546","dy27325",10541,13649230,NA,"","","","","","","",NA,NA
"16547","gx97523",6370,10363888,8,"S","Y","O","M","","1","F",48,2
"16548","hx55383",11767,4432649,11,"S","Y","O","M","B","1","M",36,4
"16549","ey38416",2127,17402370,NA,"","","","","","","Y",NA,NA
"16550","yy29306",60659,14318598,NA,"","","","","","","",NA,NA
"16551","hy26201",20723,13328076,NA,"","","","","","","Y",NA,NA
"16552","oy51252",6478,20228076,NA,"S","","","","","1","F",32,2
"16553","uy35912",2129,15651362,10,"M","Y","","B","H","4","Y",34,1
"16554","ix54487",11739,4371362,NA,"","","","","","","F",NA,NA
"16555","ix87593",10549,8419003,10,"S","Y","O","M","H","1","F",40,3
"16556","uy45551",10019,19112798,NA,"","","","","","","Y",NA,NA
"16557","cy51040",18925,20039830,12,"S","Y","O","S","J","1","F",46,1
"16558","ax54674",7481,4399803,13,"S","Y","O","M","H","1","F",40,2
"16559","yy24318",60643,12903637,11,"S","Y","O","M","H","1","F",30,2
"16560","ex60488",10528,5044503,12,"S","Y","O","M","C","1","F",48,1
"16561","ry36270",11756,15877560,NA,"","","","","","","Y",NA,NA
"16562","qy28206",11769,8748448,5,"S","","","S","","1","M",72,1
"16563","py24843",2019,9388362,NA,"","","","","","","",NA,NA
"16564","ax57328",7446,4675362,13,"S","Y","O","A","G","1","F",46,2
"16565","fy46795",22066,19076670,12,"S","Y","O","M","H","1","F",44,2
"16566","jy35635",2739,15677760,NA,"","","","","","","F",NA,NA
"16567","jy28372",2127,13760436,5,"S","","","B","","3","Y",30,2
"16568","my49836",2119,19867162,8,"M","","R","S","E","3","Y",44,3
"16569","ay39591",6890,10321496,NA,"","","","","","","",NA,NA
"16570","dy20971",11793,12326170,8,"S","N","O","S","G","1","F",80,3
"16571","my34445",7079,15470796,6,"M","","","A","H","1","Y",72,1
"16572","ny47986",20744,19496460,5,"S","N","O","M","","2","F",68,2
"16573","dy31575",7307,14871088,6,"S","Y","O","S","G","1","Y",44,1
"16574","iy48131",2108,19520176,NA,"","","","","","","M",NA,NA
"16575","py34598",21221,15247970,NA,"","","","","","","M",NA,NA
"16576","px57243",60607,4699003,NA,"","","","","","","F",NA,NA
"16577","wy49990",60614,19896660,11,"M","Y","O","M","G","1","Y",38,1
"16578","py33430",6790,10606496,5,"S","Y","O","M","E","1","Y",30,NA
"16579","xy43505",2882,18719770,8,"S","","","S","B","1","M",42,1
"16580","ny24942",2184,13024136,7,"S","Y","O","M","F","2","F",40,1
"16581","ax95097",6238,10484456,8,"M","","O","S","H","1","Y",46,1
"16582","by23339",20748,12741676,7,"S","N","O","S","F","1","M",64,2
"16583","sy43260",60062,18666388,13,"S","Y","O","A","H","1","M",36,2
"16584","iy42732",6033,18533170,7,"S","Y","O","M","H","1","M",48,2
"16585","ax79689",20871,7114330,13,"S","N","O","M","H","1","F",38,3
"16586","ay50261",19464,19857348,6,"S","","O","A","E","1","F",56,NA
"16587","sx70443",7110,6218248,10,"S","Y","O","M","I","1","M",68,2
"16588","py42954",1821,18601230,NA,"","","","","","","M",NA,NA
"16589","mx95809",2474,10042730,8,"S","Y","O","M","H","1","Y",58,2
"16590","by23484",2190,10515462,NA,"","","","","","","M",NA,NA
"16591","iy43598",6511,18738437,NA,"S","","","","","4","Y",24,NA
"16592","cx46847",53217,3591588,12,"S","Y","O","M","I","1","F",48,1
"16593","hy40891",20745,18089403,NA,"M","","R","S","G","3","Y",56,1
"16594","ix83564",2739,7669296,NA,"","","","","","","",NA,NA
"16595","dx75677",6511,6827836,NA,"","","","","","","Y",NA,NA
"16596","gy35634",46208,15688862,NA,"","","","","","","Y",NA,NA
"16597","vy51601",60622,20320837,NA,"M","","","","","3","Y",34,2
"16598","ty29847",10583,14461556,11,"M","Y","O","S","C","1","",48,1
"16599","kx46657",6830,3571098,10,"S","","","S","","1","Y",48,NA
"16600","ry43721",60044,18773949,NA,"S","","","","","1","M",NA,NA
"16601","gy33832",60031,15353130,12,"S","N","O","M","H","2","M",52,3
"16602","ox91298",60653,9237570,NA,"","","","","","","",NA,NA
"16603","jx71787",1810,6150703,12,"S","","O","M","B","1","Y",64,3
"16604","hx74927",21210,6742156,NA,"","","","","","","Y",NA,NA
"16605","by51711",2145,17697336,NA,"","","","","","","Y",NA,NA
"16606","ky36566",11778,15894630,7,"S","Y","O","M","C","1","F",36,NA
"16607","hx93675",60025,10217988,12,"S","Y","O","M","E","1","F",48,3
"16608","cy51791",22205,20366496,11,"S","","","A","H","1","Y",38,3
"16609","ey40898",2113,18103870,NA,"","","","","","","M",NA,NA
"16610","vy33785",10553,15344436,NA,"","","","","","","M",NA,NA
"16611","xy51872",1852,20391470,NA,"","","","","","","F",NA,NA
"16612","xx66308",2169,5767503,9,"M","Y","O","M","H","2","M",34,NA
"16613","zy48155",11694,17169948,7,"S","Y","O","M","G","1","M",32,NA
"16614","qy40017",20817,17663962,8,"S","","O","S","E","1","F",42,2
"16615","zx88499",2653,8576403,NA,"","","","","","","",NA,NA
"16616","zy41832",8902,18294148,5,"S","Y","O","S","A","1","F",40,2
"16617","iy24064",60614,12864160,NA,"","","","","","","",NA,NA
"16618","xy28920",6770,14189276,4,"S","Y","R","S","A","2","M",64,2
"16619","ay32119",47401,15008556,8,"S","Y","O","M","H","1","Y",56,NA
"16620","ax95702",11771,10582148,NA,"","","","","","","",NA,NA
"16621","wy49031",60640,19595662,7,"M","N","O","S","H","4","Y",56,3
"16622","lx58613",20001,4825749,NA,"M","","","B","","1","F",44,1
"16623","fy28730",11954,14126398,NA,"","","","","","","",NA,NA
"16624","my20280",22207,12173037,NA,"","","","","","","Y",NA,NA
"16625","hy40180",6071,17931572,12,"S","N","O","M","A","1","M",74,3
"16626","py24329",8812,12904396,8,"S","Y","O","M","H","1","F",40,NA
"16627","sy47432",60202,19336276,10,"M","","R","S","C","4","Y",56,1
"16628","vx70129",2896,6179996,11,"S","Y","O","M","D","3","Y",40,2
"16629","uy38478",2673,17361737,NA,"","","","","","","M",NA,NA
"16630","ly34365",2703,15454476,NA,"M","Y","O","M","","4","Y",32,1
"16631","iy36263",6415,15817296,4,"S","N","O","M","","1","Y",86,1
"16632","ay34345",20886,15447498,9,"S","N","O","M","H","2","F",66,1
"16633","by23707",60108,12804037,1,"S","N","O","S","F","1","M",64,1
"16634","yy47141",19131,15593436,NA,"S","N","O","M","F","2","M",58,2
"16635","ry25052",2148,13048836,4,"S","","","","C","1","F",30,NA
"16636","iy26927",11701,13533137,NA,"","","","","","","F",NA,NA
"16637","xy48747",6010,19636003,NA,"","","","","","","Y",NA,NA
"16638","xy25657",60657,13191696,NA,"","","","","","","",NA,NA
"16639","lx56988",60640,4672096,NA,"M","","O","S","G","3","F",42,2
"16640","fy16810",11554,11405288,7,"S","Y","O","M","D","1","F",34,1
"16641","gy42640",20851,18510803,9,"S","N","O","M","D","1","Y",36,1
"16642","oy41929",11716,18331449,NA,"","","","","","","Y",NA,NA
"16643","ky28193",6880,13926703,13,"S","","O","B","H","1","M",38,2
"16644","vy39905",46205,12220776,NA,"S","","","B","H","3","Y",NA,NA
"16645","qy23986",2115,12847156,NA,"","","","","","","",NA,NA
"16646","ax65308",60521,5646476,11,"S","N","O","M","J","1","F",34,1
"16647","ey35744",2129,15720949,NA,"S","","","","","1","Y",38,NA
"16648","wx91832",11755,9655498,NA,"","","","","","","",NA,NA
"16649","mx60097",60605,4853336,NA,"","","","","","","",NA,NA
"16650","wz37264",20007,483976,13,"S","N","O","M","H","2","Y",54,2
"16651","vy21257",2814,9081537,13,"S","Y","O","M","G","1","Y",44,NA
"16652","ox96845",2116,10800148,NA,"M","Y","O","M","E","4","M",68,NA
"16653","vx92033",6111,9751672,5,"S","N","O","M","B","2","M",78,3
"16654","oy25662",7307,13200549,4,"M","Y","","S","G","4","Y",42,1
"16655","fy42120",3885,11434537,7,"S","Y","O","A","F","1","F",34,1
"16656","iy30105",1833,14542803,3,"S","Y","R","S","F","1","F",44,1
"16657","cy25672",6339,13199076,6,"S","Y","O","M","F","1","F",40,1
"16658","ay23350",2356,12737956,NA,"","","","","","","Y",NA,NA
"16659","ny43450",20906,18546098,11,"S","Y","O","A","E","2","F",86,1
"16660","hx63860",6807,5462398,NA,"","","","","","","Y",NA,NA
"16661","sx98197",6498,11083996,13,"S","N","O","M","H","1","Y",62,1
"16662","kx87877",8844,8460862,6,"S","N","O","M","E","1","F",78,1
"16663","xx73450",2169,6544549,NA,"S","","O","","C","3","Y",60,1
"16664","zz35206",60440,426948,7,"S","N","O","S","I","1","F",58,1
"16665","nx69657",11596,6124560,NA,"","","","","","","",NA,NA
"16666","ly40587",46321,18039648,NA,"S","","O","B","","1","M",78,NA
"16667","iy39193",10069,17701298,NA,"M","","","","H","1","M",NA,1
"16668","wy42985",20746,18604488,NA,"","","","","","","F",NA,NA
"16669","rx71140",7006,6278236,NA,"","","","","","","M",NA,NA
"16670","iy30474",10308,14615130,8,"S","Y","O","M","","3","M",66,2
"16671","ay30906",7758,14714703,3,"S","Y","O","M","H","1","M",60,2
"16672","nx90492",60089,8828560,12,"S","Y","O","M","G","2","Y",48,1
"16673","cx81622",10520,7625962,11,"S","Y","O","S","H","1","F",40,2
"16674","jy37450",11367,17245772,9,"S","","O","S","","4","F",44,3
"16675","ky52040",20723,20423096,NA,"","","","","","2","",54,3
"16676","wy47295",2141,19379648,NA,"","","","","","","Y",NA,NA
"16677","gx02625",20007,1029749,NA,"S","","O","B","","3","M",NA,NA
"16678","hx20325",6013,1983362,NA,"","","","","","","",NA,NA
"16679","my17741",20112,11650262,11,"S","N","O","A","E","2","F",52,NA
"16680","ly48595",60181,19605256,5,"S","Y","O","S","G","1","M",66,1
"16681","fy31046",2446,14744072,13,"S","Y","O","M","F","1","F",20,NA
"16682","ly20396",10308,12194336,12,"S","N","O","M","H","1","M",56,1
"16683","sy49095",11766,17980703,8,"S","Y","O","S","A","1","M",48,1
"16684","dx81872",60613,7618796,NA,"S","","","","F","5","F",NA,NA
"16685","zx51585",7059,4029549,12,"S","Y","O","M","H","1","F",40,2
"16686","bx66190",60640,5752949,5,"S","","","M","B","1","F",34,2
"16687","hy43951",19050,18820888,8,"S","N","O","M","A","1","F",60,1
"16688","qx93600",60546,10204996,6,"M","Y","O","S","E","4","Y",46,NA
"16689","ex81222",2536,7024936,NA,"S","","O","S","","1","M",60,2
"16690","ay45398",10577,19094756,NA,"","","","","","","",NA,NA
"16691","iy20441",60643,12206937,NA,"S","Y","O","M","H","1","F",34,1
"16692","hy26620",6457,13457637,12,"S","Y","O","S","D","1","M",42,2
"16693","dy35580",11709,15642148,NA,"","","","","","","",NA,NA
"16694","jy39425",8721,15870048,9,"S","Y","O","M","F","1","Y",32,1
"16695","by28562",10465,14070856,7,"S","","R","M","F","3","",32,2
"16696","ax53398",2871,4215676,NA,"S","Y","R","S","E","2","Y",54,2
"16697","ry39108",60631,14601370,13,"S","Y","O","","H","1","F",34,NA
"16698","dx10855",60613,1520796,NA,"","","","","","","F",NA,NA
"16699","jx96623",1760,10750488,NA,"","","","","","","M",NA,NA
"16700","gx83007",2638,7772876,10,"S","Y","O","A","H","3","F",76,2
"16701","kx91523",6820,7369860,NA,"","","","","","","Y",NA,NA
"16702","sy32659",7675,15090036,13,"S","N","O","M","H","1","M",54,3
"16703","dy33127",60187,15214548,11,"S","","","B","","3","F",50,2
"16704","lx83264",6450,7824270,NA,"","","","","","","Y",NA,NA
"16705","fy47165",19102,19345762,11,"M","","","B","E","1","Y",52,NA
"16706","my48265",7016,19537672,NA,"","","","","","","",NA,NA
"16707","ey43562",6512,18731862,5,"S","","O","S","B","1","Y",32,2
"16708","fx90728",8757,8858603,11,"S","N","O","M","F","1","F",62,3
"16709","ry29123",60084,14243949,NA,"M","Y","O","B","A","4","M",56,2
"16710","ax75348",7076,6789056,12,"S","Y","O","M","G","1","F",42,1
"16711","dy17217",60654,10944970,4,"M","","","","G","3","Y",NA,NA
"16712","yy30370",11222,14490670,1,"M","N","R","M","G","4","Y",70,1
"16713","iz33695",6831,389570,13,"S","","O","A","H","3","F",56,2
"16714","vy20017",2472,12125203,6,"S","N","O","M","","1","Y",74,1
"16715","by50656",11729,20063198,NA,"","","","","","","F",NA,NA
"16716","my23827",60618,12821196,2,"S","N","O","S","","1","",80,1
"16717","gy49154",20009,19721330,NA,"","","","","","","M",NA,NA
"16718","gy35232",53403,15612962,5,"S","Y","O","M","","1","M",36,1
"16719","gx64852",11769,5594703,NA,"","","","","","","Y",NA,NA
"16720","ry51005",10002,20158876,4,"M","Y","O","M","","1","M",56,3
"16721","yx97817",22192,6078360,7,"S","N","O","M","E","1","M",36,2
"16722","py17096",11434,11491176,NA,"","","","","","","M",NA,NA
"16723","dy23480",10560,12760898,9,"M","N","O","S","H","2","M",50,3
"16724","sy42177",2066,18392296,9,"S","","O","M","F","1","F",40,1
"16725","hy27642",60440,13735749,7,"S","Y","O","","A","1","F",54,1
"16726","fy49483",8840,19791630,7,"S","N","O","S","B","3","F",34,1
"16727","ry32067",60021,11716870,13,"S","Y","O","M","C","3","F",42,1
"16728","gy37791",6405,17339648,6,"S","N","O","M","G","1","F",80,1
"16729","dy18007",20003,11695162,NA,"","","","","","","Y",NA,NA
"16730","cy38463",60657,17508930,NA,"","","","","","","",NA,NA
"16731","cx88698",11570,8604703,12,"S","Y","O","S","E","1","Y",50,3
"16732","ay22371",11201,12580936,8,"M","","","S","E","1","Y",30,NA
"16733","zy39262",7747,17717137,NA,"","","","","","","",NA,NA
"16734","hx56997",1760,4668230,NA,"","","","","","","",NA,NA
"16735","ox91598",2703,9529530,12,"S","N","O","M","C","1","Y",52,2
"16736","ex59472",2025,4914948,10,"S","","O","S","","1","M",72,NA
"16737","wy37033",46143,16111188,12,"S","Y","O","S","","3","F",42,1
"16738","uy43155",60606,18649796,5,"M","","","M","E","1","Y",34,1
"16739","dy31456",22203,14845156,NA,"","","","","","","Y",NA,NA
"16740","fy32200",8501,10031136,11,"S","Y","O","M","E","1","F",44,3
"16741","fx80212",6357,7416049,12,"S","N","O","M","H","1","Y",42,3
"16742","xx68098",6437,5958198,11,"S","Y","O","S","D","1","Y",58,NA
"16743","my41338",11552,18179996,11,"S","Y","O","M","G","1","F",48,3
"16744","zx90778",11733,8866836,8,"S","N","O","M","F","1","F",48,1
"16745","ry19271",2120,11945960,NA,"","","","","","","F",NA,NA
"16746","xy16780",6824,11401562,12,"S","Y","O","M","F","1","M",38,2
"16747","by20643",6492,12254588,6,"S","Y","O","M","C","1","Y",26,NA
"16748","iy25200",60010,13069856,8,"S","","O","A","H","1","F",34,1
"16749","cy38226",10701,17207476,NA,"","","","","","","M",NA,NA
"16750","wy39682",60611,17832037,NA,"","","","","","","Y",NA,NA
"16751","ay41751",20165,18273398,12,"S","N","O","M","H","1","F",54,3
"16752","wy44102",20010,18850276,NA,"","","","","","","F",NA,NA
"16753","sx87467",8723,8352570,4,"S","Y","O","S","D","2","Y",36,2
"16754","vx93450",53177,10131948,NA,"","","","","","","M",NA,NA
"16755","ox97730",1862,10995572,12,"S","Y","O","M","E","1","F",48,NA
"16756","lx74154",60047,6649049,12,"S","Y","O","M","G","1","F",50,1
"16757","qy49198",1901,19449962,NA,"M","Y","O","B","B","1","Y",18,NA
"16758","ay49189",60139,19719703,8,"S","Y","O","M","E","1","Y",34,1
"16759","hy35912",7735,15804960,7,"S","Y","O","","","1","Y",58,NA
"16760","gy22605",1464,12597770,4,"S","N","O","M","H","1","Y",78,3
"16761","px21491",60453,1986598,12,"S","Y","O","M","G","1","F",44,3
"16762","fy42443",11753,18466248,13,"S","Y","O","M","I","1","Y",38,1
"16763","ry40900",60615,18100303,NA,"","","","","","","Y",NA,NA
"16764","my22581",53703,12612698,3,"M","","R","M","","1","M",98,NA
"16765","ky32001",3885,14973388,NA,"","","","","","","F",NA,NA
"16766","yy23614",11004,12793970,NA,"","","","","","","M",NA,NA
"16767","rx81698",2857,7639296,11,"S","Y","O","M","I","1","F",56,1
"16768","dy52302",2019,20488448,11,"S","Y","O","M","G","1","F",40,3
"16769","ox56199",2346,4576836,7,"S","N","O","M","H","1","Y",42,1
"16770","ty36513",60660,15944888,NA,"","","","B","F","3","F",NA,NA
"16771","my47522",2703,19417570,8,"M","N","","A","E","1","M",54,2
"16772","tx22786",20815,1902260,13,"S","Y","O","M","H","1","Y",44,NA
"16773","ey29326",60014,14258962,7,"M","","O","S","","1","Y",44,1
"16774","gy26158",60607,13323872,NA,"","","","","","","",NA,NA
"16775","ty20862",60188,12302837,11,"S","Y","O","M","E","2","F",44,3
"16776","ey26625",53027,13461862,9,"S","Y","O","M","H","2","Y",62,2
"16777","yy31797",3110,13676388,12,"S","N","O","M","F","1","F",46,2
"16778","ox54529",6615,4380096,7,"S","","O","S","","1","M",38,1
"16779","yy27463",6335,13715162,7,"S","N","O","M","","1","F",96,3
"16780","dy45138",11360,19047630,NA,"","","","","","","M",NA,NA
"16781","jx86247",53140,8207260,NA,"","","","","","","M",NA,NA
"16782","py44472",20910,18918062,12,"S","Y","O","M","","1","M",64,1
"16783","cy23370",22153,12743376,13,"S","Y","O","M","G","1","F",46,1
"16784","dx63973",11776,4743137,8,"S","Y","O","M","A","3","F",44,2
"16785","gy41206",10591,18061703,6,"S","Y","O","M","","1","Y",36,1
